10,34,65,106
10,34,67,110
11,12,66,68
11,17,19,51
11,17,19,97
11,17,51,107
11,19,51,111
11,35,51,107
11,35,51,111
11,35,66,68
11,35,66,107
11,35,68,111
12,18,20,52
12,18,20,97
12,18,52,108
12,20,52,112
12,36,52,108
12,36,52,112
12,36,66,68
12,36,66,108
12,36,68,112
13,14,69,71
13,21,23,53
13,21,23,98
13,21,53,113
13,23,53,117
13,37,53,113
13,37,53,117
13,37,69,71
13,37,69,113
13,37,71,117
14,22,24,54
14,22,24,98
14,22,54,114
14,24,54,118
14,38,54,114
14,38,54,118
14,38,69,71
14,38,69,114
14,38,71,118
15,16,70,72
15,21,23,55
15,21,23,98
15,21,55,115
15,23,55,119
15,39,55,115
15,39,55,119
15,39,70,72
15,39,70,115
15,39,72,119
16,22,24,56
16,22,24,98
16,22,56,116
16,24,56,120
16,40,56,116
16,40,56,120
16,40,70,72
16,40,70,116
16,40,72,120
17,19,49,51
17,41,49,51
17,41,49,105
17,41,51,107
17,41,57,105
17,41,57,107
18,20,50,52
18,42,50,52
18,42,50,106
18,42,52,108
18,42,58,106
18,42,58,108
19,43,49,51
19,43,49,109
19,43,51,111
19,43,59,109
19,43,59,111
20,44,50,52
20,44,50,110
20,44,52,112
20,44,60,110
20,44,60,112
21,23,53,55
21,45,53,55
21,45,53,113
21,45,55,115
21,45,61,113
21,45,61,115
22,24,54,56
22,46,54,56
22,46,54,114
22,46,56,116
22,46,62,114
22,46,62,116
23,47,53,55
23,47,53,117
23,47,55,119
23,47,63,117
23,47,63,119
24,48,54,56
24,48,54,118
24,48,56,120
24,48,64,118
24,48,64,120
25,29,81,89
25,29,81,99
25,29,82,90
25,29,82,99
25,29,89,90
25,57,58,99
25,57,81,99
25,57,81,105
25,58,82,99
25,58,82,106
25,65,89,90
25,65,89,105
25,65,90,106
25,81,89,105
25,82,90,106
26,30,83,91
26,30,83,99
26,30,84,92
26,30,84,99
26,30,91,92
26,57,58,99
26,57,83,99
26,57,83,107
26,58,84,99
26,58,84,108
26,66,91,92
26,66,91,107
26,66,92,108
26,83,91,107
26,84,92,108
27,31,85,93
27,31,85,100
27,31,86,94
27,31,86,100
27,31,93,94
27,59,60,100
27,59,85,100
27,59,85,109
27,60,86,100
27,60,86,110
27,67,93,94
27,67,93,109
27,67,94,110
27,85,93,109
27,86,94,110
28,32,87,95
28,32,87,100
28,32,88,96
28,32,88,100
28,32,95,96
28,59,60,100
28,59,87,100
28,59,87,111
28,60,88,100
28,60,88,112
28,68,95,96
28,68,95,111
28,68,96,112
28,87,95,111
28,88,96,112
29,61,62,99
29,61,81,99
29,61,81,113
29,62,82,99
29,62,82,114
29,69,89,90
29,69,89,113
29,69,90,114
29,81,89,113
29,82,90,114
30,61,62,99
30,61,83,99
30,61,83,115
30,62,84,99
30,62,84,116
30,70,91,92
30,70,91,115
30,70,92,116
30,83,91,115
30,84,92,116
31,63,64,100
31,63,85,100
31,63,85,117
31,64,86,100
31,64,86,118
31,71,93,94
31,71,93,117
31,71,94,118
31,85,93,117
31,86,94,118
32,63,64,100
32,63,87,100
32,63,87,119
32,64,88,100
32,64,88,120
32,72,95,96
32,72,95,119
32,72,96,120
32,87,95,119
32,88,96,120
33,37,73,77
33,37,73,89
33,37,77,93
33,37,89,101
33,37,93,101
33,49,73,77
33,49,73,105
33,49,77,109
33,65,67,101
33,65,89,101
33,65,89,105
33,67,93,101
33,67,93,109
33,73,89,105
33,77,93,109
34,38,74,78
34,38,74,90
34,38,78,94
34,38,90,101
34,38,94,101
34,50,74,78
34,50,74,106
34,50,78,110
34,65,67,101
34,65,90,101
34,65,90,106
34,67,94,101
34,67,94,110
34,74,90,106
34,78,94,110
35,39,75,79
35,39,75,91
35,39,79,95
35,39,91,102
35,39,95,102
35,51,75,79
35,51,75,107
35,51,79,111
35,66,68,102
35,66,91,102
35,66,91,107
35,68,95,102
35,68,95,111
35,75,91,107
35,79,95,111
36,40,76,80
36,40,76,92
36,40,80,96
36,40,92,102
36,40,96,102
36,52,76,80
36,52,76,108
36,52,80,112
36,66,68,102
36,66,92,102
36,66,92,108
36,68,96,102
36,68,96,112
36,76,92,108
36,80,96,112
37,53,73,77
37,53,73,113
37,53,77,117
37,69,71,101
37,69,89,101
37,69,89,113
37,71,93,101
37,71,93,117
37,73,89,113
37,77,93,117
38,54,74,78
38,54,74,114
38,54,78,118
38,69,71,101
38,69,90,101
38,69,90,114
38,71,94,101
38,71,94,118
38,74,90,114
38,78,94,118
39,55,75,79
39,55,75,115
39,55,79,119
39,70,72,102
39,70,91,102
39,70,91,115
39,72,95,102
39,72,95,119
39,75,91,115
39,79,95,119
40,56,76,80
40,56,76,116
40,56,80,120
40,70,72,102
40,70,92,102
40,70,92,116
40,72,96,102
40,72,96,120
40,76,92,116
40,80,96,120
41,45,73,81
41,45,73,103
41,45,75,83
41,45,75,103
41,45,81,83
41,49,51,103
41,49,73,103
41,49,73,105
41,51,75,103
41,51,75,107
41,57,81,83
41,57,81,105
41,57,83,107
41,73,81,105
41,75,83,107
42,46,74,82
42,46,74,104
42,46,76,84
42,46,76,104
42,46,82,84
42,50,52,104
42,50,74,104
42,50,74,106
42,52,76,104
42,52,76,108
42,58,82,84
42,58,82,106
42,58,84,108
42,74,82,106
42,76,84,108
43,47,77,85
43,47,77,103
43,47,79,87
43,47,79,103
43,47,85,87
43,49,51,103
43,49,77,103
43,49,77,109
43,51,79,103
43,51,79,111
43,59,85,87
43,59,85,109
43,59,87,111
43,77,85,109
43,79,87,111
44,48,78,86
44,48,78,104
44,48,80,88
44,48,80,104
44,48,86,88
44,50,52,104
44,50,78,104
44,50,78,110
44,52,80,104
44,52,80,112
44,60,86,88
44,60,86,110
44,60,88,112
44,78,86,110
44,80,88,112
45,53,55,103
45,53,73,103
45,53,73,113
45,55,75,103
45,55,75,115
45,61,81,83
45,61,81,113
45,61,83,115
45,73,81,113
45,75,83,115
46,54,56,104
46,54,74,104
46,54,74,114
46,56,76,104
46,56,76,116
46,62,82,84
46,62,82,114
46,62,84,116
46,74,82,114
46,76,84,116
47,53,55,103
47,53,77,103
47,53,77,117
47,55,79,103
47,55,79,119
47,63,85,87
47,63,85,117
47,63,87,119
47,77,85,117
47,79,87,119
48,54,56,104
48,54,78,104
48,54,78,118
48,56,80,104
48,56,80,120
48,64,86,88
48,64,86,118
48,64,88,120
48,78,86,118
48,80,88,120
49,73,77,103
50,74,78,104
51,75,79,103
52,76,80,104
53,73,77,103
54,74,78,104
55,75,79,103
56,76,80,104
57,81,83,99
58,82,84,99
59,85,87,100
60,86,88,100
61,81,83,99
62,82,84,99
63,85,87,100
64,86,88,100
65,89,90,101
66,91,92,102
67,93,94,101
68,95,96,102
69,89,90,101
70,91,92,102
71,93,94,101
72,95,96,102
73,81,89,105
73,81,89,113
74,82,90,106
74,82,90,114
75,83,91,107
75,83,91,115
76,84,92,108
76,84,92,116
77,85,93,109
77,85,93,117
78,86,94,110
78,86,94,118
79,87,95,111
79,87,95,119
80,88,96,112
80,88,96,120
